Mon Sep 26 15:14:40 2016,4844,170,4022,13994,-986,-5671,-2849
Mon Sep 26 15:14:40 2016,4853,672,3994,11824,-343,-6408,-2031
Mon Sep 26 15:14:41 2016,4863,1048,4100,8764,170,-6905,-1481
Mon Sep 26 15:14:41 2016,4872,338,4644,6248,151,-6893,-938
Mon Sep 26 15:14:41 2016,4881,-770,5484,8442,213,-8062,-146
Mon Sep 26 15:14:41 2016,4890,-1938,5876,8564,-243,-8541,293
Mon Sep 26 15:14:41 2016,4900,-3334,5670,8732,-963,-9458,909
Mon Sep 26 15:14:41 2016,4909,-4938,4718,9962,-1146,-10207,1323
Mon Sep 26 15:14:41 2016,4918,-966,4192,8804,-1213,-10872,1844
Mon Sep 26 15:14:41 2016,4927,-6122,2912,5118,-802,-10911,1962
Mon Sep 26 15:14:41 2016,4936,-5344,2438,5986,-183,-11156,2400
Mon Sep 26 15:14:41 2016,4946,-6290,2334,6376,335,-11201,2533
Mon Sep 26 15:14:41 2016,4955,-7654,1762,5842,885,-11240,2685
Mon Sep 26 15:14:41 2016,4988,-7372,1384,6672,1235,-11183,2699
Mon Sep 26 15:14:41 2016,4997,-8780,1330,7100,1695,-10960,2826
Mon Sep 26 15:14:41 2016,5007,-9450,950,8154,2032,-10890,2954
Mon Sep 26 15:14:41 2016,5017,-10682,1050,8756,2378,-10994,3270
Mon Sep 26 15:14:41 2016,5026,-11086,1328,9264,2457,-11088,3465
Mon Sep 26 15:14:41 2016,5036,-11476,2108,9738,2271,-11121,3835
Mon Sep 26 15:14:41 2016,5046,-11816,928,8784,1974,-11097,4076
Mon Sep 26 15:14:41 2016,5055,-11604,680,9590,1708,-10889,4420
Mon Sep 26 15:14:41 2016,5065,-11996,172,10160,1692,-10725,4620
Mon Sep 26 15:14:41 2016,5075,-12250,-530,10260,2163,-10670,4635
Mon Sep 26 15:14:41 2016,5085,-11938,-472,9936,2593,-10541,4525
Mon Sep 26 15:14:41 2016,5094,-11824,-222,9686,3270,-10193,4066
Mon Sep 26 15:14:41 2016,5104,-11774,286,9554,3580,-9869,3643
Mon Sep 26 15:14:41 2016,5114,-12220,1022,10468,3749,-9382,2953
Mon Sep 26 15:14:41 2016,5124,-14268,2212,13068,3611,-9245,2490
Mon Sep 26 15:14:41 2016,5156,-15406,3404,13224,3193,-9510,1794
Mon Sep 26 15:14:41 2016,5166,-16292,2914,12998,3003,-9798,1565
Mon Sep 26 15:14:41 2016,5175,-16552,1866,10824,3281,-9925,1574
Mon Sep 26 15:14:41 2016,5185,-16490,-372,6134,3845,-9754,1878
Mon Sep 26 15:14:41 2016,5195,-17690,-1166,3278,4597,-9308,2303
Mon Sep 26 15:14:41 2016,5204,-20874,-2076,-994,5325,-8400,2695
Mon Sep 26 15:14:41 2016,5214,-21978,-3242,-5372,5377,-7358,2826
Mon Sep 26 15:14:41 2016,5224,-22504,-5592,-11934,5263,-6230,2745
Mon Sep 26 15:14:41 2016,5234,-21918,-5444,-14426,4718,-4597,2464
Mon Sep 26 15:14:41 2016,5243,-20108,-2948,-14710,2466,-1434,1129
Mon Sep 26 15:14:41 2016,5253,-19706,-1378,-9738,-777,1348,-501
Mon Sep 26 15:14:41 2016,5263,-19074,-198,-3966,-2598,2462,-1199
Mon Sep 26 15:14:41 2016,5273,-17096,-84,-1280,-3504,3151,-1418
Mon Sep 26 15:14:41 2016,5282,-15114,148,1838,-3087,3542,-876
Mon Sep 26 15:14:41 2016,5292,-13236,2040,3694,-2281,3690,-115
Mon Sep 26 15:14:41 2016,5301,-9536,4240,3880,-1756,4095,1189
Mon Sep 26 15:14:41 2016,5334,9550,10760,7646,-1578,4616,2110
Mon Sep 26 15:14:41 2016,5344,15666,27556,15212,-3272,5679,3095
Mon Sep 26 15:14:41 2016,5354,25756,-8576,-9704,-6846,9846,-3387
Mon Sep 26 15:14:41 2016,5363,-9072,-22342,15582,-5557,12971,-3739
Mon Sep 26 15:14:41 2016,5373,-25528,-12544,27616,-3344,13023,-1337
Mon Sep 26 15:14:41 2016,5383,-8092,-9074,17626,-2022,12773,-3345
Mon Sep 26 15:14:41 2016,5393,-16466,2664,8898,-1713,12442,-2527
Mon Sep 26 15:14:41 2016,5402,-14546,4816,12576,-1003,10315,-768
Mon Sep 26 15:14:41 2016,5412,-27820,1180,19038,-2899,8720,-1515
Mon Sep 26 15:14:41 2016,5422,-12652,-3770,8994,-2791,5348,-1077
Mon Sep 26 15:14:41 2016,5432,-12350,-5448,6590,-1367,3581,-878
Mon Sep 26 15:14:41 2016,5441,-6514,3826,8514,-1988,2651,-1348
Mon Sep 26 15:14:41 2016,5451,-8576,-2280,9072,-2009,1188,-1446
Mon Sep 26 15:14:41 2016,5461,-6054,2532,7776,-1582,249,-1096
Mon Sep 26 15:14:41 2016,5471,-5360,1830,6394,-1544,379,-790
Mon Sep 26 15:14:41 2016,5504,-3968,1206,7510,-863,24,-669
Mon Sep 26 15:14:41 2016,5513,-3456,864,7916,-688,-2,-512
